Entry	Status	Gene names	Organism
Q9HC24	reviewed	TMBIM4 GAAP LFG4 CGI-119	Homo sapiens (Human)
O60449	reviewed	LY75 CD205 CLEC13B	Homo sapiens (Human)
Q8NHJ6	reviewed	LILRB4 ILT3 LIR5	Homo sapiens (Human)
Q9NR34	reviewed	MAN1C1 MAN1A3 MAN1C	Homo sapiens (Human)
Q6UXT8	reviewed	ALKAL1 FAM150A UNQ9433/PRO34745	Homo sapiens (Human)
O94778	reviewed	AQP8	Homo sapiens (Human)
Q674R7	reviewed	ATG9B APG9L2 NOS3AS	Homo sapiens (Human)
Q8IU57	reviewed	IFNLR1 IL28RA LICR2	Homo sapiens (Human)
P40305	reviewed	IFI27	Homo sapiens (Human)
P40189	reviewed	IL6ST	Homo sapiens (Human)
Q9UMF0	reviewed	ICAM5 TLCN TLN	Homo sapiens (Human)
Q9Y5U9	reviewed	IER3IP1 HSPC039	Homo sapiens (Human)
P01308	reviewed	INS	Homo sapiens (Human)
Q6UXX5	reviewed	ITIH6 ITIH5L UNQ6369/PRO21074	Homo sapiens (Human)
Q8NC54	reviewed	KCT2 C5orf15 HTGN29	Homo sapiens (Human)
O60259	reviewed	KLK8 NRPN PRSS19 TADG14 UNQ283/PRO322	Homo sapiens (Human)
Q14722	reviewed	KCNAB1 KCNA1B	Homo sapiens (Human)
Q86TE4	reviewed	LUZP2 UNQ2566/PRO6246	Homo sapiens (Human)
Q9H3W5	reviewed	LRRN3 Nbla10363 UNQ194/PRO220	Homo sapiens (Human)
Q9H0V9	reviewed	LMAN2L VIPL PSEC0028 UNQ368/PRO704	Homo sapiens (Human)
O75019	reviewed	LILRA1 LIR6	Homo sapiens (Human)
A0A1B0GTW7	reviewed	LMLN2	Homo sapiens (Human)
Q6PI73	reviewed	LILRA6 ILT8	Homo sapiens (Human)
Q9ULH4	reviewed	LRFN2 KIAA1246 SALM1	Homo sapiens (Human)
O00587	reviewed	MFNG	Homo sapiens (Human)
Q8NBP5	reviewed	MFSD9 PSEC0066	Homo sapiens (Human)
Q8TDS7	reviewed	MRGPRD MRGD	Homo sapiens (Human)
Q96LB0	reviewed	MRGPRX3 MRGX3 SNSR1 SNSR2	Homo sapiens (Human)
P08473	reviewed	MME EPN	Homo sapiens (Human)
O15399	reviewed	GRIN2D GluN2D NMDAR2D	Homo sapiens (Human)
Q96PU5	reviewed	NEDD4L KIAA0439 NEDL3	Homo sapiens (Human)
Q8N8Q9	reviewed	NIPA2	Homo sapiens (Human)
Q8NFZ3	reviewed	NLGN4Y KIAA0951	Homo sapiens (Human)
Q9NRX3	reviewed	NDUFA4L2	Homo sapiens (Human)
Q96RC9	reviewed	OR8B4 OR8B4P	Homo sapiens (Human)
Q8NGF0	reviewed	OR52B6	Homo sapiens (Human)
Q9H343	reviewed	OR51I1	Homo sapiens (Human)
Q9BV10	reviewed	ALG12 PP14673	Homo sapiens (Human)
P35368	reviewed	ADRA1B	Homo sapiens (Human)
Q8J025	reviewed	APCDD1 DRAPC1 FP7019	Homo sapiens (Human)
Q9ULZ1	reviewed	APLN APEL	Homo sapiens (Human)
O75143	reviewed	ATG13 KIAA0652	Homo sapiens (Human)
O60243	reviewed	HS6ST1 HS6ST	Homo sapiens (Human)
Q96JK4	reviewed	HHIPL1 HHIP2 KIAA1822 UNQ9245/PRO34761	Homo sapiens (Human)
P17693	reviewed	HLA-G HLA-6.0 HLAG	Homo sapiens (Human)
Q9P298	reviewed	HIGD1B	Homo sapiens (Human)
Q9Y5L2	reviewed	HILPDA C7orf68 HIG2	Homo sapiens (Human)
Q8N5M9	reviewed	JAGN1	Homo sapiens (Human)
Q9BR39	reviewed	JPH2 JP2	Homo sapiens (Human)
P43628	reviewed	KIR2DL3 CD158B2 KIRCL23 NKAT2	Homo sapiens (Human)
P43629	reviewed	KIR3DL1 CD158E NKAT3 NKB1	Homo sapiens (Human)
P16150	reviewed	SPN CD43	Homo sapiens (Human)
Q7Z418	reviewed	KCNK18 TRESK TRIK	Homo sapiens (Human)
Q9UQV4	reviewed	LAMP3 DCLAMP TSC403	Homo sapiens (Human)
Q86VZ4	reviewed	LRP11	Homo sapiens (Human)
Q9HBW1	reviewed	LRRC4 BAG NAG14 UNQ554/PRO1111	Homo sapiens (Human)
P49257	reviewed	LMAN1 ERGIC53 F5F8D	Homo sapiens (Human)
Q6NSJ5	reviewed	LRRC8E	Homo sapiens (Human)
Q96KG7	reviewed	MEGF10 KIAA1780	Homo sapiens (Human)
Q8IYU8	reviewed	MICU2 EFHA1	Homo sapiens (Human)
Q15759	reviewed	MAPK11 PRKM11 SAPK2 SAPK2B	Homo sapiens (Human)
Q96HJ5	reviewed	MS4A3 CD20L HTM4	Homo sapiens (Human)
Q13724	reviewed	MOGS GCS1	Homo sapiens (Human)
Q9UKN1	reviewed	MUC12 MUC11	Homo sapiens (Human)
P15941	reviewed	MUC1 PUM	Homo sapiens (Human)
Q9H3R1	reviewed	NDST4 HSST4	Homo sapiens (Human)
P26718	reviewed	KLRK1 D12S2489E NKG2D	Homo sapiens (Human)
O95436	reviewed	SLC34A2	Homo sapiens (Human)
Q9NQX5	reviewed	NPDC1	Homo sapiens (Human)
Q9UMX2	reviewed	OAZ3	Homo sapiens (Human)
Q8NGJ1	reviewed	OR4D6	Homo sapiens (Human)
Q8NG99	reviewed	OR7G2	Homo sapiens (Human)
Q8NGS9	reviewed	OR13C2	Homo sapiens (Human)
Q8NGI4	reviewed	OR4D11 OR4D11P	Homo sapiens (Human)
P0C617	reviewed	OR5AL1 OR5AL1P	Homo sapiens (Human)
O95747	reviewed	OXSR1 KIAA1101 OSR1	Homo sapiens (Human)
Q96R47	reviewed	OR2A14 OR2A14P OR2A6	Homo sapiens (Human)
P50052	reviewed	AGTR2	Homo sapiens (Human)
P01893	reviewed	HLA-H HLAH	Homo sapiens (Human)
O75054	reviewed	IGSF3 EWI3 KIAA0466	Homo sapiens (Human)
P26951	reviewed	IL3RA IL3R	Homo sapiens (Human)
Q9P055	reviewed	JKAMP C14orf100 JAMP CDA06 HSPC213 HSPC327	Homo sapiens (Human)
P56199	reviewed	ITGA1	Homo sapiens (Human)
P38570	reviewed	ITGAE	Homo sapiens (Human)
Q53RY4	reviewed	KRTCAP3 KCP3 UNQ3066/PRO9898	Homo sapiens (Human)
Q9UBX7	reviewed	KLK11 PRSS20 TLSP UNQ649/PRO1279	Homo sapiens (Human)
O15229	reviewed	KMO	Homo sapiens (Human)
P06239	reviewed	LCK	Homo sapiens (Human)
Q7Z3D4	reviewed	LYSMD3	Homo sapiens (Human)
Q8ND94	reviewed	LRRN4CL UNQ728/PRO1410	Homo sapiens (Human)
O75096	reviewed	LRP4 KIAA0816 LRP10 MEGF7	Homo sapiens (Human)
O75581	reviewed	LRP6	Homo sapiens (Human)
Q5VT99	reviewed	LRRC38	Homo sapiens (Human)
Q96AQ8	reviewed	MCUR1 C6orf79 CCDC90A	Homo sapiens (Human)
Q5T0T0	reviewed	MARCHF8 MARCH8 MIR RNF178	Homo sapiens (Human)
Q86XA0	reviewed	METTL23 C17orf95	Homo sapiens (Human)
Q9BPX6	reviewed	MICU1 CALC CBARA1	Homo sapiens (Human)
Q6ZSS7	reviewed	MFSD6 MMR2	Homo sapiens (Human)
Q16819	reviewed	MEP1A	Homo sapiens (Human)
P36021	reviewed	SLC16A2 MCT8 XPCT	Homo sapiens (Human)
P33527	reviewed	ABCC1 MRP MRP1	Homo sapiens (Human)
O95297	reviewed	MPZL1 PZR UNQ849/PRO1787	Homo sapiens (Human)
Q9GZW8	reviewed	MS4A7 4SPAN2 CD20L4 CFFM4	Homo sapiens (Human)
Q8N307	reviewed	MUC20 KIAA1359 UNQ2782/PRO7170	Homo sapiens (Human)
A0A1B0GTQ4	reviewed	MYMX	Homo sapiens (Human)
Q9NZG7	reviewed	NINJ2	Homo sapiens (Human)
Q9Y5S8	reviewed	NOX1 MOX1 NOH1	Homo sapiens (Human)
F8W0I5	reviewed	NPIPB12	Homo sapiens (Human)
Q9UHC9	reviewed	NPC1L1	Homo sapiens (Human)
Q96CW9	reviewed	NTNG2 KIAA1857 LMNT2 UNQ9381/PRO34206	Homo sapiens (Human)
Q8WWZ8	reviewed	OIT3 LZP UNQ826/PRO1753	Homo sapiens (Human)
Q9UBL9	reviewed	P2RX2 P2X2	Homo sapiens (Human)
Q8WZ94	reviewed	OR5P3	Homo sapiens (Human)
Q96RA2	reviewed	OR7D2	Homo sapiens (Human)
Q8NGH5	reviewed	OR56A1	Homo sapiens (Human)
P0C7N1	reviewed	OR8U8	Homo sapiens (Human)
Q8N138	reviewed	ORMDL3	Homo sapiens (Human)
Q86VZ1	reviewed	P2RY8	Homo sapiens (Human)
Q96RQ9	reviewed	IL4I1 FIG1 UNQ636/PRO1265	Homo sapiens (Human)
P0C7T2	reviewed	OR2T7 OR2T7P	Homo sapiens (Human)
Q8NGR5	reviewed	OR1L4 OR1L5	Homo sapiens (Human)
Q8NGQ3	reviewed	OR1S2	Homo sapiens (Human)
O94973	reviewed	AP2A2 ADTAB CLAPA2 HIP9 HYPJ KIAA0899	Homo sapiens (Human)
Q7Z4Y8	reviewed	ATP5MGL ATP5K2 ATP5L2	Homo sapiens (Human)
Q96QV1	reviewed	HHIP HIP UNQ5825/PRO19644	Homo sapiens (Human)
Q9Y278	reviewed	HS3ST2 3OST2 UNQ2442/PRO5004	Homo sapiens (Human)
P0DMQ5	reviewed	INAFM2 LINC00984 OGU1	Homo sapiens (Human)
Q8N6C5	reviewed	IGSF1 IGDC1 KIAA0364 PGSF2	Homo sapiens (Human)
P38484	reviewed	IFNGR2 IFNGT1	Homo sapiens (Human)
Q9GZX6	reviewed	IL22 ILTIF ZCYTO18 UNQ3099/PRO10096	Homo sapiens (Human)
A6NMD0	reviewed	IFITM10	Homo sapiens (Human)
Q13651	reviewed	IL10RA IL10R	Homo sapiens (Human)
Q6UWN8	reviewed	SPINK6 UNQ844/PRO1782	Homo sapiens (Human)
Q5VZ72	reviewed	IZUMO3 C9orf134	Homo sapiens (Human)
O43525	reviewed	KCNQ3	Homo sapiens (Human)
Q9Y337	reviewed	KLK5 SCTE UNQ570/PRO1132	Homo sapiens (Human)
Q5VTJ3	reviewed	KLHDC7A	Homo sapiens (Human)
Q9NS61	reviewed	KCNIP2 KCHIP2	Homo sapiens (Human)
Q3SXY7	reviewed	LRIT3	Homo sapiens (Human)
Q8N112	reviewed	LSMEM2 C3orf45	Homo sapiens (Human)
P21439	reviewed	ABCB4 MDR3 PGY3	Homo sapiens (Human)
P49641	reviewed	MAN2A2 MANA2X	Homo sapiens (Human)
P41968	reviewed	MC3R	Homo sapiens (Human)
P50281	reviewed	MMP14	Homo sapiens (Human)
Q9H9K5	reviewed	ERVMER34-1 HEMO LP9056	Homo sapiens (Human)
Q8IXL7	reviewed	MSRB3 UNQ1965/PRO4487	Homo sapiens (Human)
Q04900	reviewed	CD164	Homo sapiens (Human)
P41227	reviewed	NAA10 ARD1 ARD1A TE2	Homo sapiens (Human)
Q8NGB2	reviewed	OR4C5	Homo sapiens (Human)
Q8N0Y3	reviewed	OR4N4	Homo sapiens (Human)
Q8NH19	reviewed	OR10AG1	Homo sapiens (Human)
Q9UGF5	reviewed	OR14J1 OR5U1	Homo sapiens (Human)
Q8NGB9	reviewed	OR4F6 OR4F12	Homo sapiens (Human)
Q8NH60	reviewed	OR52J3	Homo sapiens (Human)
Q8NGE5	reviewed	OR10A7	Homo sapiens (Human)
Q13607	reviewed	OR2F1 OLF3 OR2F3 OR2F3P OR2F4 OR2F5	Homo sapiens (Human)
Q8NG81	reviewed	OR2M7	Homo sapiens (Human)
O43869	reviewed	OR2T1	Homo sapiens (Human)
Q9Y585	reviewed	OR1A2	Homo sapiens (Human)
Q9UKZ9	reviewed	PCOLCE2 PCPE2 UNQ250/PRO287	Homo sapiens (Human)
Q9BSG0	reviewed	PRADC1 C2orf7 PAP21 UNQ833/PRO1760	Homo sapiens (Human)
Q96A54	reviewed	ADIPOR1 PAQR1 TESBP1A CGI-45	Homo sapiens (Human)
Q03181	reviewed	PPARD NR1C2 PPARB	Homo sapiens (Human)
Q9H237	reviewed	PORCN MG61 PORC PPN	Homo sapiens (Human)
Q9HDD0	reviewed	PLAAT1 HRASLS	Homo sapiens (Human)
Q9NRZ5	reviewed	AGPAT4 UNQ499/PRO1016	Homo sapiens (Human)
Q9UL19	reviewed	PLAAT4 RARRES3 RIG1 TIG3	Homo sapiens (Human)
P53816	reviewed	PLAAT3 HRASLS3 HREV107 PLA2G16	Homo sapiens (Human)
Q8N7P1	reviewed	PLD5	Homo sapiens (Human)
Q86XL3	reviewed	ANKLE2 KIAA0692 LEM4	Homo sapiens (Human)
Q9Y5N1	reviewed	HRH3 GPCR97	Homo sapiens (Human)
P17181	reviewed	IFNAR1 IFNAR	Homo sapiens (Human)
Q9H293	reviewed	IL25 IL17E UNQ3120/PRO10272	Homo sapiens (Human)
O75578	reviewed	ITGA10 UNQ468/PRO827	Homo sapiens (Human)
P26006	reviewed	ITGA3 MSK18	Homo sapiens (Human)
P43626	reviewed	KIR2DL1 CD158A NKAT1	Homo sapiens (Human)
Q14954	reviewed	KIR2DS1 CD158H	Homo sapiens (Human)
Q96DD0	reviewed	LRRC39 UNQ6500/PRO21368	Homo sapiens (Human)
Q8N6Y2	reviewed	LRRC17 P37NB UNQ3076/PRO9909	Homo sapiens (Human)
P20916	reviewed	MAG GMA	Homo sapiens (Human)
Q5VYJ5	reviewed	MALRD1 C10orf112 DIET1	Homo sapiens (Human)
Q5SRI9	reviewed	MANEA	Homo sapiens (Human)
Q9BSK0	reviewed	MARVELD1 MRVLDC1	Homo sapiens (Human)
Q9BY19	reviewed	MS4A8 4SPAN4 MS4A8B	Homo sapiens (Human)
Q96PG1	reviewed	MS4A4E	Homo sapiens (Human)
Q75NE6	reviewed	MIR17HG C13orf25 MIRH1 MIRHG1	Homo sapiens (Human)
O43934	reviewed	MFSD11 ET	Homo sapiens (Human)
Q9BUN1	reviewed	MENT C1orf56 UNQ547/PRO1104	Homo sapiens (Human)
Q86SM8	reviewed	MRGPRE GPR167 MRGE	Homo sapiens (Human)
Q86VF5	reviewed	MOGAT3 DC7 DGAT2L7 UNQ9383/PRO34208	Homo sapiens (Human)
Q8NCQ3	reviewed	LINC00301 C11orf64 NCRNA00301	Homo sapiens (Human)
Q9BTX1	reviewed	NDC1 TMEM48	Homo sapiens (Human)
Q96FE7	reviewed	PIK3IP1 HGFL	Homo sapiens (Human)
P58173	reviewed	OR2B6 OR2B1 OR2B1P OR2B5 OR2B6P	Homo sapiens (Human)
Q15116	reviewed	PDCD1 PD1	Homo sapiens (Human)
Q9Y5H0	reviewed	PCDHGA3	Homo sapiens (Human)
Q16549	reviewed	PCSK7 LPC PC7 PC8 SPC7	Homo sapiens (Human)
Q99640	reviewed	PKMYT1 MYT1	Homo sapiens (Human)
O43808	reviewed	SLC25A17 PMP34	Homo sapiens (Human)
Q9UKV5	reviewed	AMFR RNF45	Homo sapiens (Human)
P35609	reviewed	ACTN2	Homo sapiens (Human)
O14520	reviewed	AQP7 AQP7L AQP9	Homo sapiens (Human)
Q9NZS2	reviewed	KLRF1 CLEC5C ML	Homo sapiens (Human)
Q9NZV8	reviewed	KCND2 KIAA1044	Homo sapiens (Human)
Q8NCM2	reviewed	KCNH5 EAG2	Homo sapiens (Human)
Q9HBG7	reviewed	LY9 CDABP0070	Homo sapiens (Human)
Q8TDW0	reviewed	LRRC8C AD158 FAD158	Homo sapiens (Human)
Q9P244	reviewed	LRFN1 KIAA1484 SALM2	Homo sapiens (Human)
Q9H8H3	reviewed	METTL7A PRO0066 UNQ1902/PRO4348	Homo sapiens (Human)
Q5XKP0	reviewed	MICOS13 C19orf70 MIC13 QIL1	Homo sapiens (Human)
Q9NYZ2	reviewed	SLC25A37 MFRN MSCP HT015	Homo sapiens (Human)
Q86XE3	reviewed	MICU3 EFHA2	Homo sapiens (Human)
Q01726	reviewed	MC1R MSHR	Homo sapiens (Human)
Q5VXU1	reviewed	NKAIN2 FAM77B TCBA1	Homo sapiens (Human)
P46531	reviewed	NOTCH1 TAN1	Homo sapiens (Human)
O00624	reviewed	SLC17A2 NPT3	Homo sapiens (Human)
Q12908	reviewed	SLC10A2 ASBT ISBT NTCP2	Homo sapiens (Human)
Q6IF99	reviewed	OR10K2	Homo sapiens (Human)
Q99572	reviewed	P2RX7	Homo sapiens (Human)
Q8NH04	reviewed	OR2T27	Homo sapiens (Human)
Q8NGJ7	reviewed	OR51A2	Homo sapiens (Human)
Q8NGY7	reviewed	OR10J6P OR10J6	Homo sapiens (Human)
O60404	reviewed	OR10H3	Homo sapiens (Human)
Q9H1Y3	reviewed	OPN3 ECPN	Homo sapiens (Human)
Q9BXI2	reviewed	SLC25A2 ORNT2	Homo sapiens (Human)
Q15070	reviewed	OXA1L	Homo sapiens (Human)
Q9H300	reviewed	PARL PSARL PRO2207	Homo sapiens (Human)
Q9BQ51	reviewed	PDCD1LG2 B7DC CD273 PDCD1L2 PDL2	Homo sapiens (Human)
Q96FC7	reviewed	PHYHIPL KIAA1796 UNQ6309/PRO20934	Homo sapiens (Human)
Q9H5I5	reviewed	PIEZO2 C18orf30 C18orf58 FAM38B	Homo sapiens (Human)
P11117	reviewed	ACP2	Homo sapiens (Human)
P16471	reviewed	PRLR	Homo sapiens (Human)
Q9H221	reviewed	ABCG8	Homo sapiens (Human)
Q9NRK6	reviewed	ABCB10	Homo sapiens (Human)
Q8WXA8	reviewed	HTR3C	Homo sapiens (Human)
Q4VCS5	reviewed	AMOT KIAA1071	Homo sapiens (Human)
O43506	reviewed	ADAM20	Homo sapiens (Human)
Q5XXA6	reviewed	ANO1 DOG1 ORAOV2 TAOS2 TMEM16A	Homo sapiens (Human)
Q9HCE9	reviewed	ANO8 KIAA1623 TMEM16H	Homo sapiens (Human)
Q9BWW8	reviewed	APOL6 UNQ3095/PRO21341	Homo sapiens (Human)
P53708	reviewed	ITGA8	Homo sapiens (Human)
P06756	reviewed	ITGAV MSK8 VNRA VTNR	Homo sapiens (Human)
Q5JUK3	reviewed	KCNT1 KIAA1422	Homo sapiens (Human)
Q8N109	reviewed	KIR2DL5A CD158F CD158F1 KIR2DL5	Homo sapiens (Human)
P43627	reviewed	KIR2DL2 CD158B1 NKAT6	Homo sapiens (Human)
Q9H3M0	reviewed	KCNF1	Homo sapiens (Human)
Q6GTX8	reviewed	LAIR1 CD305	Homo sapiens (Human)
Q99677	reviewed	LPAR4 GPR23 LPA4 P2RY9	Homo sapiens (Human)
Q9NZL9	reviewed	MAT2B TGR MSTP045 Nbla02999 UNQ2435/PRO4995	Homo sapiens (Human)
Q8N5U1	reviewed	MS4A15	Homo sapiens (Human)
Q5HYA8	reviewed	TMEM67 MKS3	Homo sapiens (Human)
Q8NHV5	reviewed	MOSMO ATTHOG C16orf52	Homo sapiens (Human)
Q96AM1	reviewed	MRGPRF GPR140 GPR168 MRGF PSEC0142	Homo sapiens (Human)
Q10713	reviewed	PMPCA INPP5E KIAA0123 MPPA	Homo sapiens (Human)
Q8NGC9	reviewed	OR11H4	Homo sapiens (Human)
Q8NGY6	reviewed	OR6N2	Homo sapiens (Human)
Q8NGM9	reviewed	OR8D4	Homo sapiens (Human)
Q13438	reviewed	OS9	Homo sapiens (Human)
A6NH00	reviewed	OR2T8 OR2T8P	Homo sapiens (Human)
Q9Y5I3	reviewed	PCDHA1	Homo sapiens (Human)
P55085	reviewed	F2RL1 GPR11 PAR2	Homo sapiens (Human)
Q6TCH4	reviewed	PAQR6	Homo sapiens (Human)
P08F94	reviewed	PKHD1 FCYT TIGM1	Homo sapiens (Human)
Q07326	reviewed	PIGF	Homo sapiens (Human)
Q96S52	reviewed	PIGS UNQ1873/PRO4316	Homo sapiens (Human)
O15120	reviewed	AGPAT2	Homo sapiens (Human)
Q13018	reviewed	PLA2R1 CLEC13C	Homo sapiens (Human)
Q99943	reviewed	AGPAT1 G15	Homo sapiens (Human)
P28070	reviewed	PSMB4 PROS26	Homo sapiens (Human)
O00198	reviewed	HRK BID3	Homo sapiens (Human)
Q9NZL4	reviewed	HSPBP1 HSPBP PP1845	Homo sapiens (Human)
P08887	reviewed	IL6R	Homo sapiens (Human)
Q9UHF4	reviewed	IL20RA UNQ681/PRO1315	Homo sapiens (Human)
P05106	reviewed	ITGB3 GP3A	Homo sapiens (Human)
Q14573	reviewed	ITPR3	Homo sapiens (Human)
O75335	reviewed	PPFIA4 KIAA0897	Homo sapiens (Human)
Q9BXB1	reviewed	LGR4 GPR48	Homo sapiens (Human)
Q8IWU2	reviewed	LMTK2 AATYK2 BREK KIAA1079 KPI2 LMR2	Homo sapiens (Human)
Q9UBG0	reviewed	MRC2 CLEC13E ENDO180 KIAA0709 UPARAP	Homo sapiens (Human)
Q8WUY8	reviewed	NAT14 KLP1	Homo sapiens (Human)
Q6IF82	reviewed	OR4A47	Homo sapiens (Human)
Q8NG97	reviewed	OR2Z1 OR2Z2	Homo sapiens (Human)
Q8NH63	reviewed	OR51H1 OR51H1P	Homo sapiens (Human)
Q8NGE1	reviewed	OR6C4	Homo sapiens (Human)
Q8NH21	reviewed	OR4F5	Homo sapiens (Human)
O95007	reviewed	OR6B1	Homo sapiens (Human)
Q8N0Y5	reviewed	OR8I2	Homo sapiens (Human)
P47900	reviewed	P2RY1	Homo sapiens (Human)
Q8NGJ5	reviewed	OR51L1	Homo sapiens (Human)
Q9BR26	reviewed	OCSTAMP C20orf123	Homo sapiens (Human)
Q8NGG3	reviewed	OR5T3	Homo sapiens (Human)
O76099	reviewed	OR7C1 OR7C4	Homo sapiens (Human)
A8CG34	reviewed	POM121C	Homo sapiens (Human)
O95371	reviewed	OR2C1 OR2C2P	Homo sapiens (Human)
Q9Y5H4	reviewed	PCDHGA1	Homo sapiens (Human)
O15173	reviewed	PGRMC2 DG6 PMBP	Homo sapiens (Human)
P0C851	reviewed	PIRT	Homo sapiens (Human)
Q7Z443	reviewed	PKD1L3	Homo sapiens (Human)
Q7L211	reviewed	ABHD13 C13orf6	Homo sapiens (Human)
Q8IZF5	reviewed	ADGRF3 GPR113 PGR23 UNQ9196/PRO34000	Homo sapiens (Human)
P78536	reviewed	ADAM17 CSVP TACE	Homo sapiens (Human)
Q9UM44	reviewed	HHLA2	Homo sapiens (Human)
Q9P0W0	reviewed	IFNK UNQ6124/PRO20084	Homo sapiens (Human)
Q6UWQ7	reviewed	IGFL2 UNQ645/PRO1275	Homo sapiens (Human)
Q8N6P7	reviewed	IL22RA1 IL22R	Homo sapiens (Human)
O76095	reviewed	JTB HSPC222	Homo sapiens (Human)
Q6PIU1	reviewed	KCNV1	Homo sapiens (Human)
A4D1S0	reviewed	KLRG2 CLEC15B	Homo sapiens (Human)
Q16322	reviewed	KCNA10	Homo sapiens (Human)
P22460	reviewed	KCNA5	Homo sapiens (Human)
P63252	reviewed	KCNJ2 IRK1	Homo sapiens (Human)
Q96PR1	reviewed	KCNC2	Homo sapiens (Human)
Q9P2V4	reviewed	LRIT1 LRRC21 PAL	Homo sapiens (Human)
Q9NZR2	reviewed	LRP1B LRPDIT	Homo sapiens (Human)
Q86VH4	reviewed	LRRTM4 UNQ3075/PRO9907	Homo sapiens (Human)
O75023	reviewed	LILRB5 LIR8	Homo sapiens (Human)
Q9H1U4	reviewed	MEGF9 EGFL5 KIAA0818 UNQ671/PRO1305	Homo sapiens (Human)
Q9NX47	reviewed	MARCHF5 MARCH5 RNF153	Homo sapiens (Human)
Q6ZWT7	reviewed	MBOAT2 OACT2	Homo sapiens (Human)
Q9UBM8	reviewed	MGAT4C	Homo sapiens (Human)
O15427	reviewed	SLC16A3 MCT4	Homo sapiens (Human)
Q9UDX5	reviewed	MTFP1 MTP18 HSPC242 My022	Homo sapiens (Human)
Q8TDF5	reviewed	NETO1 BTCL1	Homo sapiens (Human)
P69849	reviewed	NOMO3	Homo sapiens (Human)
Q8N8D7	reviewed	NKAIN3 FAM77D	Homo sapiens (Human)
P48145	reviewed	NPBWR1 GPR7	Homo sapiens (Human)
Q9GZP1	reviewed	NRSN2 C20orf98	Homo sapiens (Human)
P30989	reviewed	NTSR1 NTRR	Homo sapiens (Human)
Q9BZA8	reviewed	PCDH11Y PCDH11 PCDH22 PCDHY	Homo sapiens (Human)
Q9Y5F6	reviewed	PCDHGC5	Homo sapiens (Human)
Q9Y5E3	reviewed	PCDHB6	Homo sapiens (Human)
P12273	reviewed	PIP GCDFP15 GPIP4	Homo sapiens (Human)
P34995	reviewed	PTGER1	Homo sapiens (Human)
P43116	reviewed	PTGER2	Homo sapiens (Human)
Q8NE79	reviewed	BVES POP1 POPDC1	Homo sapiens (Human)
Q9UKF2	reviewed	ADAM30 UNQ2509/PRO5997	Homo sapiens (Human)
Q4G1C9	reviewed	GLIPR1L2	Homo sapiens (Human)
Q9UBK5	reviewed	HCST DAP10 KAP10 PIK3AP UNQ587/PRO1157	Homo sapiens (Human)
P05981	reviewed	HPN TMPRSS1	Homo sapiens (Human)
Q9BZV3	reviewed	IMPG2 IPM200	Homo sapiens (Human)
P01584	reviewed	IL1B IL1F2	Homo sapiens (Human)
Q14626	reviewed	IL11RA	Homo sapiens (Human)
Q14627	reviewed	IL13RA2 IL13R	Homo sapiens (Human)
Q9NQX7	reviewed	ITM2C BRI3 hucep-14 NPD018 PSEC0047	Homo sapiens (Human)
Q09470	reviewed	KCNA1	Homo sapiens (Human)
Q96RP8	reviewed	KCNA7	Homo sapiens (Human)
Q14643	reviewed	ITPR1 INSP3R1	Homo sapiens (Human)
Q6PIL6	reviewed	KCNIP4 CALP KCHIP4	Homo sapiens (Human)
Q8MH63	reviewed	SLC7A5P1 MLAS	Homo sapiens (Human)
Q9UJQ1	reviewed	LAMP5 C20orf103	Homo sapiens (Human)
P29376	reviewed	LTK TYK1	Homo sapiens (Human)
Q16873	reviewed	LTC4S	Homo sapiens (Human)
Q8N2G4	reviewed	LYPD1 LYPDC1 PSEC0181 UNQ3079/PRO9917	Homo sapiens (Human)
Q6ZSA7	reviewed	LRRC55	Homo sapiens (Human)
Q8N7C0	reviewed	LRRC52	Homo sapiens (Human)
A6NHS7	reviewed	MANSC4	Homo sapiens (Human)
Q8NAN2	reviewed	MIGA1 FAM73A	Homo sapiens (Human)
Q99735	reviewed	MGST2 GST2	Homo sapiens (Human)
O15403	reviewed	SLC16A6 MCT6 MCT7	Homo sapiens (Human)
Q8TCY5	reviewed	MRAP C21orf61 FALP	Homo sapiens (Human)
Q2QL34	reviewed	MPV17L	Homo sapiens (Human)
Q96LB1	reviewed	MRGPRX2 MRGX2	Homo sapiens (Human)
P20645	reviewed	M6PR MPR46 MPRD	Homo sapiens (Human)
Q9HD47	reviewed	RANGRF MOG1 RANGNRF HSPC165 HSPC236 MDS5	Homo sapiens (Human)
Q5SSG8	reviewed	MUC21 C6orf205 UNQ697/PRO1342	Homo sapiens (Human)
Q96QE2	reviewed	SLC2A13	Homo sapiens (Human)
P01138	reviewed	NGF NGFB	Homo sapiens (Human)
Q17RQ9	reviewed	NKPD1	Homo sapiens (Human)
Q5T2W1	reviewed	PDZK1 CAP70 NHERF3 PDZD1	Homo sapiens (Human)
Q96EP9	reviewed	SLC10A4	Homo sapiens (Human)
Q8NGR2	reviewed	OR1L6 OR1L7	Homo sapiens (Human)
Q9Y5G9	reviewed	PCDHGA4	Homo sapiens (Human)
Q5T8D3	reviewed	ACBD5 KIAA1996	Homo sapiens (Human)
P26439	reviewed	HSD3B2 HSDB3B	Homo sapiens (Human)
P41595	reviewed	HTR2B	Homo sapiens (Human)
Q96J66	reviewed	ABCC11 MRP8	Homo sapiens (Human)
Q9H0C2	reviewed	SLC25A31 AAC4 ANT4 SFEC	Homo sapiens (Human)
